B0	1
AF	0.943008484
AE	0.889265
AD	0.838584439
AC	0.79079224
AB	0.745723792
AA	0.703223862
A9	0.663146068
A8	0.625352368
A7	0.589712588
A6	0.556103973
A5	0.524410765
A4	0.4945238
A3	0.466340139
A2	0.439762707
A1	0.414699963
A0	0.391065584
9F	0.368778163
9E	0.347760936
9D	0.327941513
9C	0.309251629
9B	0.29162691
9A	0.27500665
99	0.259333604
