B0	1
AF	0.95487007
AE	0.911776851
AD	0.870628425
AC	0.831337026
AB	0.793818844
AA	0.757993855
A9	0.723785646
A8	0.69112125
A7	0.659930997
A6	0.630148357
A5	0.601709806
A4	0.574554684
A3	0.548625072
A2	0.523865661
A1	0.50022364
A0	0.477648582
9F	0.456092335
9E	0.43550892
9D	0.414450013
9C	0.397443335
9B	0.381134515
9A	0.365494916
99	0.350497078
